URL,Stance
http://twitter.com/_cHuLeTiN/status/700129846110904320,NEUTRAL
http://twitter.com/interconnecter/status/692917327671758848,NEUTRAL
http://twitter.com/_Gen2_/status/691037847151874048,NEUTRAL
http://twitter.com/ar10642/status/703722090298535936,NEUTRAL
http://twitter.com/_CeceGods1st_/status/702656379501150208,For
http://twitter.com/_KayBabyyy/status/707194302753931264,NEUTRAL
http://twitter.com/Muntasir_M/status/691601142573170688,FOR
http://twitter.com/_eefj/status/703163654154297344,NEUTRAL
http://twitter.com/interconnecter/status/697400782631604224,NEUTRAL
http://twitter.com/_Gen2_/status/697426261380046848,NEUTRAL
http://twitter.com/_grainier/status/690942305197527040,NEUTRAL
http://twitter.com/_ecommercenews_/status/690244302916706304,NEUTRAL
http://twitter.com/_Gen2_/status/712087657061421056,NEUTRAL
http://twitter.com/_Cymatics_/status/687071143996583936,NEUTRAL
http://twitter.com/_Cymatics_/status/687071143996583936,NEUTRAL
http://twitter.com/_Gen2_/status/690932148266729472,NEUTRAL
http://twitter.com/_Papadakis/status/715590255475339264,FOR
http://twitter.com/MungoMouthpiece/status/706507005058543617,FOR
http://twitter.com/munin/status/707955565750853632,FOR
http://twitter.com/munin/status/683873296627019776,For
http://twitter.com/_shemmie_/status/698189060045725697,For
http://twitter.com/_lee_b_/status/699032476908437505,FOR
http://twitter.com/_archristiansen/status/700156125723885568,FOR
http://twitter.com/murakami_afonso/status/709230759249219584,FOR
http://twitter.com/_camaya/status/707986312360554496,For
http://twitter.com/_blindeagle/status/707633740437176320,NEUTRAL
http://twitter.com/_drgo/status/703051729932189700,FOR
http://twitter.com/_drgo/status/703051729932189700,FOR
http://twitter.com/_funkyman_/status/683104527940075520,FOR 
http://twitter.com/_funkyman_/status/683104527940075520,FOR
http://twitter.com/interconnecter/status/695305281518112769,NEUTRAL
http://twitter.com/richysafc03/status/703686154848182272,NEUTRAL
http://twitter.com/3eornot4e/status/703317852778921984,NEUTRAL
http://twitter.com/_Barbier/status/705068118725496832,NEUTRAL
http://twitter.com/nabilolalo/status/705065668740325377,NEUTRAL
http://twitter.com/beorn__/status/693497339575701506,NEUTRAL
http://twitter.com/BenWCole/status/702924637756375040,NEUTRAL
http://twitter.com/_HelenDale/status/700110060794478592,NEUTRAL
http://twitter.com/ar_jorge1987/status/705493936148770816,NEUTRAL
http://twitter.com/_kelsology/status/714571473160126465,NEUTRAL
http://twitter.com/_bitsandbytes_/status/711508308461547520,NEUTRAL
http://twitter.com/3GurlzArt/status/687854340938174464,NEUTRAL
http://twitter.com/_LL_Cole_J_/status/684291980424134656,NEUTRAL
http://twitter.com/_elegali/status/715585690034184192,NEUTRAL
http://twitter.com/_geniodelmale/status/715585614264016896,NEUTRAL
http://twitter.com/_hajmie/status/683345451077074944,NEUTRAL
http://twitter.com/_hajmie/status/683345451077074944,NEUTRAL
http://twitter.com/__JackNapier__/status/699961779137413120,FOR
http://twitter.com/_brianknapp/status/690571525515141121,FOR
http://twitter.com/theglipper/status/712451232741396482,For
http://twitter.com/InfosecExec/status/702570180271022080,FOR
http://twitter.com/_HellPie/status/685946672963284992,NEUTRAL
http://twitter.com/_lamShunnKilla/status/690285683957743616,NEUTRAL
http://twitter.com/_m0rganzeke/status/690285719764496385,NEUTRAL
http://twitter.com/_Gen2_/status/690602434184478721,NEUTRAL
http://twitter.com/RightBrainMedia/status/692079226850189312,NEUTRAL
http://twitter.com/3BlockM/status/713829896531931137,NEUTRAL
http://twitter.com/_Lapse/status/707090687846719488,NEUTRAL
http://twitter.com/_100101890/status/704831508046077952,NEUTRAL
http://twitter.com/_dead_beef_/status/683715175405502465,NEUTRAL
http://twitter.com/3LaHoonK/status/683544825690472448,NEUTRAL
http://twitter.com/_jtj1333/status/685276762759163904,NEUTRAL
http://twitter.com/_matilda__/status/702903545641705472,NEUTRAL
http://twitter.com/BenZvan/status/707294449173340162,NEUTRAL
http://twitter.com/ImperatorTruth/status/701334045989478401,FOR
http://twitter.com/__Reenie__/status/686664331870748672,NEUTRAL
http://twitter.com/_Gen2_/status/687272913255460864,NEUTRAL
http://twitter.com/3d_carlos/status/705772652355579905,NEUTRAL
http://twitter.com/sobsidian/status/689342256214446084,For
http://twitter.com/_conorpp/status/697444433764184064,NEUTRAL
http://twitter.com/_conorpp/status/697444433764184064,NEUTRAL
http://twitter.com/Rightousone2015/status/706169400651599872,NEUTRAL
http://twitter.com/rijalati/status/705248965709717505,NEUTRAL
http://twitter.com/_caseywatson/status/700150453376458752,NEUTRAL
http://twitter.com/_Cymatics_/status/701067312993058816,NEUTRAL
http://twitter.com/_Cymatics_/status/701067312993058816,NEUTRAL
http://twitter.com/lorenv/status/703778055932674048,FOR
http://twitter.com/_dead_beef_/status/695346364142649344,NEUTRAL
http://twitter.com/riglow/status/715640931177926657,NEUTRAL
http://twitter.com/kylesethgray/status/702850532986060800,FOR
http://twitter.com/wmaxeddy/status/705077231169613824,NEUTRAL
http://twitter.com/itssoAdel/status/714256282086014976,FOR
http://twitter.com/_ov33uujzgb/status/699340567801688066,NEUTRAL
http://twitter.com/_c0d3r_/status/696277554479681537,NEUTRAL
http://twitter.com/benwerd/status/715625708047892480,FOR
http://twitter.com/melizeche/status/710174391540256768,FOR
http://twitter.com/benyry/status/707383219721789440,NEUTRAL
http://twitter.com/NAAAHR_ATL/status/697578583598960640,NEUTRAL
http://twitter.com/_catte_/status/684910340274913280,NEUTRAL
http://twitter.com/_dead_beef_/status/686188557615116288,NEUTRAL
http://twitter.com/_dead_beef_/status/686188557615116288,NEUTRAL
http://twitter.com/_PatrickO_/status/690178141243994113,NEUTRAL
http://twitter.com/JeffFeazell/status/712133823652188161,FOR
http://twitter.com/_mchristensen/status/700755450061418496,NEUTRAL
http://twitter.com/_dead_beef_/status/708520981506162688,NEUTRAL
http://twitter.com/_HF8V/status/708805628622446592,NEUTRAL
http://twitter.com/_patmurray/status/711001856432967680,NEUTRAL
http://twitter.com/3gay5me/status/710874392587276290,NEUTRAL
http://twitter.com/Spryfield420/status/696131948012556289,AGAINST
http://twitter.com/_kamerontanseli/status/688150413745360896,NEUTRAL
http://twitter.com/__biancat/status/715706316816158720,NEUTRAL
http://twitter.com/Richzeoli/status/701045230284500992,NEUTRAL
http://twitter.com/_cypherpunks_/status/690986948551393281,NEUTRAL
http://twitter.com/_Gen2_/status/690871650473132032,NEUTRAL
http://twitter.com/benwagne_r/status/709377054362443776,NEUTRAL
http://twitter.com/_eon_/status/694164299472728066,NEUTRAL
http://twitter.com/3IFromTXwLuvgD/status/715604170926137345,NEUTRAL
http://twitter.com/_ecommercenews_/status/690335264540119041,NEUTRAL
http://twitter.com/JohnSessan/status/691241154944372736,NEUTRAL
http://twitter.com/_Orwell/status/690377701291593729,NEUTRAL
http://twitter.com/leecauble/status/700158897609318400,FOR
http://twitter.com/_danpatterson/status/704602856939253760,NEUTRAL
http://twitter.com/_ous92/status/708218453644197888,NEUTRAL
http://twitter.com/_LB/status/684310566987497472,NEUTRAL
http://twitter.com/_fl01/status/684494948343889920,NEUTRAL
http://twitter.com/_fl01/status/684494948343889920,NEUTRAL
http://twitter.com/3hhadwellblo/status/684126673189629952,NEUTRAL
http://twitter.com/benward4cjremi/status/684121897714475008,NEUTRAL
http://twitter.com/_Orwell/status/684110077196922881,NEUTRAL
http://twitter.com/_jtj1333/status/684596537293455360,NEUTRAL
http://twitter.com/_Gen2_/status/684512284895526913,NEUTRAL
http://twitter.com/_Gen2_/status/684512284895526913,NEUTRAL
http://twitter.com/ackyde/status/693409354406588417,FOR
http://twitter.com/_hajmie/status/684149704909701120,NEUTRAL
http://twitter.com/_MOD__/status/684008858570878978,NEUTRAL
http://twitter.com/_Orwell/status/684779905700245506,NEUTRAL
http://twitter.com/richy_inger/status/685176691803729920,NEUTRAL
http://twitter.com/__Reenie__/status/684549420847902720,NEUTRAL
http://twitter.com/_cberger_/status/686867967255117824,NEUTRAL
http://twitter.com/rightscon/status/715305148801679360,NEUTRAL
http://twitter.com/__gotcha/status/715476295694438400,NEUTRAL
http://twitter.com/_Gaeel_/status/715604462283399168,NEUTRAL
http://twitter.com/_Gaeel_/status/715604462283399168,NEUTRAL
http://twitter.com/_chrenz/status/709567309614960640,NEUTRAL
http://twitter.com/802dotchris/status/690320804484112384,FOR
http://twitter.com/chan2160/status/704759495327612928,FOR
http://twitter.com/_dead_beef_/status/683905398189998080,NEUTRAL
http://twitter.com/_Gen2_/status/714698837722603522,NEUTRAL
http://twitter.com/_DaCon/status/708690625009467392,NEUTRAL
http://twitter.com/_DaCon/status/708690625009467392,NEUTRAL
http://twitter.com/chrisronin/status/708704004033765378,FOR
http://twitter.com/benerationx/status/700047059580227584,FOR
http://twitter.com/_lucasjohnson/status/715654726755422210,NEUTRAL
http://twitter.com/N9ZF/status/700139895881342976,NEUTRAL
http://twitter.com/_dead_beef_/status/697894797470777346,NEUTRAL
http://twitter.com/_evict/status/712011124019867648,NEUTRAL
http://twitter.com/grhluna25/status/711928718650953730,FOR
http://twitter.com/_peggyli/status/712161959269900288,NEUTRAL
http://twitter.com/_GKeenan/status/690743559046074368,NEUTRAL
http://twitter.com/pobiefuna/status/700149268506488832,FOR
http://twitter.com/_Gen2_/status/701290007047356416,NEUTRAL
http://twitter.com/_evict/status/695334687422590976,NEUTRAL
http://twitter.com/_evict/status/695334687422590976,NEUTRAL
http://twitter.com/3asm_/status/694361978542936065,NEUTRAL
http://twitter.com/aquarry/status/708636358474997760,NEUTRAL
http://twitter.com/interconnecter/status/697842042790137857,NEUTRAL
http://twitter.com/hooverbagel/status/703315996140908544,FOR
http://twitter.com/CaptainJCalli/status/700393711042215936,AGAINST
http://twitter.com/CaptainJCalli/status/700393711042215936,AGAINST
http://twitter.com/DickWeaver1/status/700874598624133120,FOR
http://twitter.com/AR_eu/status/703489783008464896,NEUTRAL
http://twitter.com/_juancb/status/705129201729454081,NEUTRAL
http://twitter.com/_fennek_/status/711805163003060224,NEUTRAL
http://twitter.com/_fennek_/status/711805163003060224,NEUTRAL
http://twitter.com/_decius_/status/689646402926964738,NEUTRAL
http://twitter.com/Teknofish/status/700328832398655488,FOR
http://twitter.com/Teknofish/status/700328832398655488,FOR
http://twitter.com/hippiemanx/status/695768641862811650,FOR
http://twitter.com/foxyc0de/status/707973266430791680,FOR
http://twitter.com/SnowdenEbooks/status/687307046937620480,FOR
http://twitter.com/dbcscott/status/703826149978148864,FOR
http://twitter.com/shipstogaza/status/691244919726456832,FOR
http://twitter.com/AnnCavoukian/status/687074270523047936,FOR
http://twitter.com/somuch_aintcare/status/708576591752744960,FOR
http://twitter.com/yensid98/status/690346306770964480,FOR
http://twitter.com/pana/status/704039385025499137,FOR
http://twitter.com/matteastwood/status/700088764144685057,FOR
http://twitter.com/MichaelBallack/status/701080430607360000,FOR
http://twitter.com/Jesilea/status/701460118500569088,FOR
http://twitter.com/MrTangent/status/703403881519132672,FOR
http://twitter.com/LukeDuke757/status/704136792207974400,FOR
http://twitter.com/mbchp/status/699980096015355905,FOR
http://twitter.com/_Gen2_/status/704282583757103104,NEUTRAL
http://twitter.com/camiborghetti/status/700522022489694209,FOR
http://twitter.com/rightscon/status/715604710363803648,NEUTRAL
http://twitter.com/_dead_beef_/status/699023569691475968,NEUTRAL
http://twitter.com/_Gen2_/status/686212940253511680,NEUTRAL
http://twitter.com/JohnShaftFr/status/692039444313063426,NEUTRAL
http://twitter.com/3abeer_ben/status/714157008493146112,NEUTRAL
http://twitter.com/_dth/status/687304514760671232,NEUTRAL
http://twitter.com/_jtj1333/status/687012824560865280,NEUTRAL
http://twitter.com/_MicahD_/status/686883499513671680,NEUTRAL
http://twitter.com/camiborghetti/status/700522022489694209,FOR
http://twitter.com/_felixharo/status/715096890627502080,NEUTRAL
http://twitter.com/_dead_beef_/status/687352757871874048,NEUTRAL
http://twitter.com/_martin_n/status/702506863829651457,NEUTRAL
http://twitter.com/_m_miles/status/702615514972028928,NEUTRAL
http://twitter.com/_fernando_diaz/status/699602927133057024,NEUTRAL
http://twitter.com/benwagne_r/status/694171311829028864,NEUTRAL
http://twitter.com/JOHNCOSSEL/status/714815630206177280,NEUTRAL
http://twitter.com/3abdenalzkre642/status/715347440262455297,NEUTRAL
http://twitter.com/_HEINKESSE_/status/701632831005523970,NEUTRAL
http://twitter.com/_gremlinkeeper/status/701574183260708864,NEUTRAL
http://twitter.com/_osmanthus/status/701572319194411008,NEUTRAL
http://twitter.com/_Ego_eimi/status/701642425375318016,NEUTRAL
http://twitter.com/_Livinus_/status/701644569897791488,NEUTRAL
http://twitter.com/_Kyledriver/status/687649446381907968,NEUTRAL
http://twitter.com/__jro/status/687576310495993857,NEUTRAL
http://twitter.com/_Gen2_/status/687465815281655809,NEUTRAL
http://twitter.com/_hajmie/status/687397855766659072,NEUTRAL
http://twitter.com/_digitalbanking/status/687421612119994368,NEUTRAL
http://twitter.com/beorn__/status/691261407850057729,NEUTRAL
http://twitter.com/__Freakyclown__/status/707946146925322246,NEUTRAL
http://twitter.com/rifat_sheikh/status/700604181753765888,NEUTRAL
http://twitter.com/_buffalowin/status/700559683984052224,NEUTRAL
http://twitter.com/interconnecter/status/709197271339016193,NEUTRAL
http://twitter.com/_Gen2_/status/695701983395766272,NEUTRAL
http://twitter.com/_Gen2_/status/695384679935913984,NEUTRAL
http://twitter.com/_Gen2_/status/709595465793335297,NEUTRAL
http://twitter.com/_Gen2_/status/704070572880302080,NEUTRAL
http://twitter.com/_Atzenking/status/691778535669776384,NEUTRAL
http://twitter.com/_CareKids/status/691809973504970753,NEUTRAL
http://twitter.com/TK91150/status/700810250711015424,FOR
http://twitter.com/_greerhunter/status/704714812891271169,NEUTRAL
http://twitter.com/_fernando_diaz/status/705115199578230785,NEUTRAL
http://twitter.com/_dead_beef_/status/692385063422574592,NEUTRAL
http://twitter.com/_L1224RD/status/710202130062299136,NEUTRAL
http://twitter.com/3itcom/status/699486512728166400,NEUTRAL
http://twitter.com/wmbeer/status/685298393221054464,NEUTRAL
http://twitter.com/BrianDunkel/status/702903394051235841,FOR
http://twitter.com/BenTreasure/status/699794259017216000,NEUTRAL
http://twitter.com/PiriDarabont/status/700845882107895809,FOR
http://twitter.com/_metalslug_/status/691624455282499584,NEUTRAL
http://twitter.com/_Dunco/status/715127201318830080,NEUTRAL
http://twitter.com/_knightoftrust/status/686613478719811584,NEUTRAL
http://twitter.com/IamChadJones/status/703072271917834245,FOR
http://twitter.com/bentorkington/status/715069085243940864,NEUTRAL
http://twitter.com/wmaxeddy/status/709770860563922944,NEUTRAL
http://twitter.com/_Bassiexx/status/714947940633153537,NEUTRAL
http://twitter.com/_macmike/status/689871357258104832,NEUTRAL
http://twitter.com/_KristiL/status/697326672899510272,NEUTRAL
http://twitter.com/_dml/status/708743990745542656,NEUTRAL
http://twitter.com/_Desmoden/status/695733246999420928,NEUTRAL
http://twitter.com/sosyalservice/status/703290220033105920,FOR
http://twitter.com/_momav/status/701202745236267012,NEUTRAL
http://twitter.com/_cberger_/status/686844842840702977,NEUTRAL
http://twitter.com/_Gen2_/status/713719251312451584,NEUTRAL
http://twitter.com/Rick_m_martinez/status/689857470609629186,NEUTRAL
http://twitter.com/_hayling/status/690369060912173058,NEUTRAL
http://twitter.com/_Julie__G/status/708553443238137856,NEUTRAL
http://twitter.com/_Gen2_/status/687711368892530688,NEUTRAL
http://twitter.com/_dead_beef_/status/684485830308720640,NEUTRAL
http://twitter.com/_fl01/status/692057180690878464,NEUTRAL
http://twitter.com/_cweste/status/703892913063927808,NEUTRAL
http://twitter.com/_cweste/status/703892913063927808,NEUTRAL
http://twitter.com/_evict/status/703490712743108608,NEUTRAL
http://twitter.com/guyewhite/status/701030696618479616,FOR
http://twitter.com/adrchen/status/710710387340152832,FOR
http://twitter.com/RSniderUSA/status/699988188744564736,FOR
http://twitter.com/_0wl/status/684458517428854784,NEUTRAL
http://twitter.com/rigow/status/684490766337576961,NEUTRAL
http://twitter.com/melpucca/status/703114604470099968,FOR
http://twitter.com/_errm_/status/688975087140208640,NEUTRAL
http://twitter.com/_Gen2_/status/707872363669561344,FOR
http://twitter.com/4ELEVEN512/status/702678713930887168,FOR
http://twitter.com/ImGoingToSayIt/status/709083177361354752,FOR
http://twitter.com/_dead_beef_/status/686950155694804992,NEUTRAL
http://twitter.com/RightSaidJames/status/686481550939140096,NEUTRAL
http://twitter.com/_CoreyM/status/694620747365380096,NEUTRAL
http://twitter.com/_CoreyM/status/694620747365380096,NEUTRAL
http://twitter.com/benvele32/status/694621412087185408,NEUTRAL
http://twitter.com/_dead_beef_/status/702975474650193920,NEUTRAL
http://twitter.com/nabihasyed/status/703101228452982789,NEUTRAL
http://twitter.com/3abdelsalam13/status/686941034677448704,NEUTRAL
http://twitter.com/3az_el/status/686941035507879936,NEUTRAL
http://twitter.com/_DVarun/status/701308737709998082,NEUTRAL
http://twitter.com/_DVarun/status/701308737709998082,NEUTRAL
http://twitter.com/__apf__/status/713739963884371969,NEUTRAL
http://twitter.com/_craj/status/713809782440726528,NEUTRAL
http://twitter.com/_craj/status/713809782440726528,NEUTRAL
http://twitter.com/_dead_beef_/status/697512276778164224,NEUTRAL
http://twitter.com/Rigarmorty/status/710878633825427456,NEUTRAL
http://twitter.com/TheFullModerate/status/701420049756598273,FOR
http://twitter.com/arikia/status/687791438541799424,FOR
http://twitter.com/_dead_beef_/status/714016192151822336,NEUTRAL
http://twitter.com/_fonzy14/status/700328366990209024,NEUTRAL
http://twitter.com/_eefj/status/697353772314554368,NEUTRAL
http://twitter.com/Riilu_/status/710529415596384256,NEUTRAL
http://twitter.com/hatesec/status/708944181134286848,FOR
http://twitter.com/_Luke98/status/715713621075050496,NEUTRAL
http://twitter.com/3LaHoonK/status/687544527679262720,NEUTRAL
http://twitter.com/_Bennyfink/status/700744086924500992,NEUTRAL
http://twitter.com/rightscon/status/709768685481824256,NEUTRAL
http://twitter.com/nabihasyed/status/700502174023856128,NEUTRAL
http://twitter.com/BeRewt/status/703276378523889664,NEUTRAL
http://twitter.com/abadstubner/status/684432779275296768,FOR
http://twitter.com/_liekos_/status/709160654553358336,NEUTRAL
http://twitter.com/_Billy_D_/status/698016447545548800,NEUTRAL
http://twitter.com/_DVarun/status/697758588601704449,NEUTRAL
http://twitter.com/_DVarun/status/697758588601704449,NEUTRAL
http://twitter.com/_dead_beef_/status/682958726865752066,NEUTRAL
http://twitter.com/_bailsizboss/status/704744082174664704,NEUTRAL
http://twitter.com/digiphile/status/697090718372925440,FOR
http://twitter.com/CantKillJanuary/status/707243465319428096,FOR
http://twitter.com/MWasielewskiJr/status/709592088594272257,FOR
http://twitter.com/_Gen2_/status/710154244599517185,NEUTRAL
http://twitter.com/_dead_beef_/status/711288198358560770,NEUTRAL
http://twitter.com/Richzeoli/status/705072062474412034,NEUTRAL
http://twitter.com/gasull/status/708793550448758785,FOR
http://twitter.com/_Gen2_/status/693528751657869318,NEUTRAL
http://twitter.com/_clarkio/status/709564625625473026,NEUTRAL
http://twitter.com/_clarkio/status/709564625625473026,NEUTRAL
http://twitter.com/_mantis_/status/709895458345197569,NEUTRAL
http://twitter.com/_Bonfils/status/714013226388705280,NEUTRAL
http://twitter.com/_MauricioRobles/status/708846456967311360,NEUTRAL
http://twitter.com/_Cymatics_/status/685340547318444034,NEUTRAL
http://twitter.com/_Cymatics_/status/685340547318444034,NEUTRAL
http://twitter.com/cranky_unfun_1/status/686933855991795716,FOR
http://twitter.com/_danmcclain/status/710441252752384000,NEUTRAL
http://twitter.com/_kpfleming/status/710106113585356800,NEUTRAL
http://twitter.com/_p0pr0ck5_/status/697074456754171904,NEUTRAL
http://twitter.com/rightwradical/status/703305894541578241,NEUTRAL
http://twitter.com/_pcoqeziwobfg/status/697650024478408704,NEUTRAL
http://twitter.com/WMassag/status/700978266631487488,NEUTRAL
http://twitter.com/_Gen2_/status/709008426123272192,FOR
http://twitter.com/thatirishkid617/status/705810208942116866,FOR
http://twitter.com/_cristinafnts/status/700122612454838272,NEUTRAL
http://twitter.com/_cristinafnts/status/700122612454838272,NEUTRAL
http://twitter.com/rightwebsite/status/686872005736529920,NEUTRAL
http://twitter.com/_metalslug_/status/710065312486584320,NEUTRAL
http://twitter.com/_Gen2_/status/713643719627505664,NEUTRAL
http://twitter.com/_Gen2_/status/713643719627505664,NEUTRAL
http://twitter.com/_eddymolina/status/715186553446793216,NEUTRAL
http://twitter.com/benyc/status/714995439397777408,NEUTRAL
http://twitter.com/3ative/status/712070338104926212,NEUTRAL
http://twitter.com/rightscon/status/710829550872240129,NEUTRAL
http://twitter.com/2016technews/status/685195643179155456,FOR
http://twitter.com/_Enigmedia_/status/692331769589305344,NEUTRAL
http://twitter.com/_d1m17r1_/status/705862587842428934,NEUTRAL
http://twitter.com/Rightousone2015/status/706192730519687169,NEUTRAL
http://twitter.com/_Gen2_/status/686467105135411201,NEUTRAL
http://twitter.com/JOHNCOSSEL/status/691242059580215296,NEUTRAL
http://twitter.com/interconnecter/status/703462705361985536,NEUTRAL
http://twitter.com/rightwinglatina/status/700408737002098688,NEUTRAL
http://twitter.com/_Desmoden/status/701872634145828864,NEUTRAL
http://twitter.com/_Desmoden/status/701872634145828864,NEUTRAL
http://twitter.com/carlbildt/status/685191399684370433,FOR
http://twitter.com/dwlz/status/714575457392402432,FOR
http://twitter.com/dylanmccall/status/703667334137847808,FOR
http://twitter.com/JennaMC_Laugh/status/696752852799221760,FOR
http://twitter.com/KulpG/status/708455245123297280,FOR
http://twitter.com/_Four_Horsemen/status/703875712072228864,NEUTRAL
http://twitter.com/mi3security/status/697638528868429825,FOR
http://twitter.com/hackerfantastic/status/684803868878893056,AGAINST
http://twitter.com/_davidtucker_/status/711944073360310273,NEUTRAL
http://twitter.com/_davidtucker_/status/711944073360310273,NEUTRAL
http://twitter.com/MiroWare/status/701774304732717056,FOR
http://twitter.com/jason_koebler/status/705044696234594304,FOR
http://twitter.com/JohnConnor8jc/status/703221855969267712,NEUTRAL
http://twitter.com/AquaWarfare/status/700080194103742464,NEUTRAL
http://twitter.com/bbbco/status/687851351930449920,FOR
http://twitter.com/VoluntaryAnarch/status/714707596213616640,FOR
http://twitter.com/holman/status/700046089320140800,NEUTRAL
http://twitter.com/_ewp/status/700326535576817665,NEUTRAL
http://twitter.com/int0c/status/709614435493666816,FOR
http://twitter.com/ericlindsay/status/690297377811333120,FOR
http://twitter.com/UpdateNewsLive/status/690297379107540993,FOR
http://twitter.com/johndstrunk/status/689261303756619778,FOR
http://twitter.com/WePlayWeWatch/status/704228866068504576,FOR
http://twitter.com/grolaw/status/700768687536545792,FOR
http://twitter.com/diselCA/status/691737625376391169,FOR
http://twitter.com/Wojciehowicz/status/700816610018402304,FOR
http://twitter.com/DerpyMets/status/709772265748045824,FOR
http://twitter.com/LillieHenley/status/703032636361408512,FOR
http://twitter.com/tpaul15/status/700020891963396096,FOR
http://twitter.com/KeeganBowen/status/691008279040782336,FOR
http://twitter.com/mwleeds/status/699046279293333504,FOR
http://twitter.com/RayMc209/status/702329878134194177,FOR
http://twitter.com/i0n1c_b0t/status/685919235353276416,FOR
http://twitter.com/Toobydoo/status/705673836881186816,FOR
http://twitter.com/morrick/status/709420804203794432,FOR
http://twitter.com/danielmewes/status/705814058021187586,FOR
http://twitter.com/RayFleming/status/705927247358619649,FOR
http://twitter.com/CyberkovCEO/status/683310581038903296,FOR
http://twitter.com/shortwave8669/status/709161843269341184,FOR
http://twitter.com/HNXMedia/status/701502629596233728,FOR
http://twitter.com/ConsultantsUnlt/status/708426716897607680,FOR
http://twitter.com/BrianKnauss/status/690331866596052995,FOR
http://twitter.com/danielbonaire/status/699967433751134209,FOR
http://twitter.com/JohannBenedikt/status/708505577966571520,FOR
http://twitter.com/bcrypt/status/700047041787867136,FOR
http://twitter.com/tannewton81/status/704061082781011969,FOR
http://twitter.com/jan_ekholm/status/707332202787381250,FOR
http://twitter.com/byrondeans/status/698998634885550080,FOR
http://twitter.com/Patrixmyth/status/715496026770001920,FOR
http://twitter.com/faythebest/status/699992579828490241,FOR
http://twitter.com/EncryptionGirl/status/690746942226337792,FOR
http://twitter.com/treyford/status/706674489321328641,FOR
http://twitter.com/BVNCHY/status/702683877672939520,FOR
http://twitter.com/gregory_shirk/status/694571316033138688,FOR
http://twitter.com/jackhasl/status/709161349071261696,FOR
http://twitter.com/_Lene10/status/699971505304662016,FOR
http://twitter.com/infosecstrategy/status/710860331908726784,FOR
http://twitter.com/o2n2_/status/707566874712604673,FOR
http://twitter.com/AcrossBlueOcean/status/690544243975294976,FOR
http://twitter.com/LoganCautrell/status/700153964575264768,FOR
http://twitter.com/BlueSpaceCanary/status/712417768230883329,FOR
http://twitter.com/mchapple/status/711631083826237440,FOR
http://twitter.com/chrisdejabet/status/700102562079322112,FOR
http://twitter.com/TacticalStep/status/690300911638343680,FOR
http://twitter.com/emptywheel/status/702876003077648384,FOR
http://twitter.com/lattera/status/712398573548249089,FOR
http://twitter.com/jtorraca/status/689322152630300672,FOR
http://twitter.com/KindleJason/status/690306757592154112,FOR
http://twitter.com/_cypherpunks_/status/714336485902786560,FOR
http://twitter.com/_midofo_/status/706797731512094720,FOR
http://twitter.com/GrumpyOldGuy2/status/704478267953192960,FOR
http://twitter.com/brandonmblack/status/708804429449973761,FOR
http://twitter.com/ukaiarogers/status/701119600373551105,FOR
http://twitter.com/sduncombe/status/688927318975225856,FOR
http://twitter.com/careyjimzz/status/700149550346940416,FOR
http://twitter.com/jonisick/status/686977178232197120,FOR
http://twitter.com/TerryWillmadeit/status/701805240245293057,FOR
http://twitter.com/dloss/status/708724924601536513,FOR
http://twitter.com/KhamhouDet/status/714843376961585152,FOR
http://twitter.com/mec755/status/700126873913683969,FOR
